N,P,K,ph,Organic Matter (%),Soil Texture,Irrigation Source,Region,Suitable Crops
9,122,201,5.570290539,4.84848888,Sandy,Canal,Bahawalpur,"Dates, Millet"
16,139,203,6.27564088,1.763166047,Clayey,Tube well,Lahore,"Wheat, Rice"
32,141,204,5.536645599,0.970007348,Clayey,Tube well,Lahore,"Wheat, Rice"
22,138,195,6.208196881,3.634291943,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
31,144,202,5.870600622,2.262488041,Clayey,Tube well,Multan,"Mango, Wheat"
3,136,205,6.334771461,1.308239814,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
28,122,197,5.856575335,1.080051596,Sandy,Tube well,Multan,"Mango, Wheat"
4,136,204,5.898944282,3.353456164,Loamy,Canal,Multan,"Mango, Wheat"
39,145,201,5.775600435,2.890226029,Loamy,Rain-fed,Lahore,"Wheat, Rice"
38,132,197,5.931101816,2.431299014,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
36,133,198,6.2286454,1.996891328,Loamy,Tube well,Lahore,"Wheat, Rice"
25,121,201,5.594240603,3.304919983,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
15,125,199,5.569230319,0.985679032,Sandy,Canal,Multan,"Mango, Wheat"
24,140,205,5.93202852,3.116821509,Loamy,Canal,Bahawalpur,"Dates, Millet"
13,132,203,6.423216506,0.599904209,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
5,126,197,6.417500829,3.098832356,Loamy,Canal,Bahawalpur,"Dates, Millet"
30,120,200,6.234904253,4.987442862,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
23,142,197,6.000573725,1.637714274,Clayey,Tube well,Rawalpindi,"Barley, Maize"
26,135,203,5.685102769,3.378421727,Loamy,Canal,Bahawalpur,"Dates, Millet"
7,126,203,5.662140095,2.191553649,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
32,139,198,6.358186848,4.583384983,Clayey,Canal,Lahore,"Wheat, Rice"
9,141,202,6.119495295,0.582421534,Loamy,Canal,Rawalpindi,"Barley, Maize"
20,142,196,6.207600783,2.14725529,Loamy,Tube well,Rawalpindi,"Barley, Maize"
32,129,201,6.48754639,0.72211145,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
3,134,199,5.81717753,1.992593151,Loamy,Tube well,Multan,"Mango, Wheat"
38,138,204,6.325480034,1.072244799,Sandy,Canal,Bahawalpur,"Dates, Millet"
14,131,198,5.562790949,0.754817047,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
20,122,204,6.487369687,2.539103042,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
40,126,201,6.116982944,4.219907545,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
36,128,204,5.695792761,2.502487917,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
11,132,197,5.734317007,3.812774141,Clayey,Canal,Multan,"Mango, Wheat"
0,137,195,6.329499832,3.688825428,Sandy,Canal,Rawalpindi,"Barley, Maize"
19,123,200,6.167013532,3.064232166,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
31,136,197,5.653776058,1.186751306,Clayey,Canal,Rawalpindi,"Barley, Maize"
4,134,200,5.840256272,3.444562254,Clayey,Tube well,Multan,"Mango, Wheat"
39,139,201,5.539980812,3.994385335,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
8,127,196,5.833302165,3.379678826,Loamy,Rain-fed,Lahore,"Wheat, Rice"
39,138,203,6.399433771,1.418371296,Loamy,Tube well,Rawalpindi,"Barley, Maize"
32,120,204,6.138958698,4.27180792,Loamy,Tube well,Multan,"Mango, Wheat"
12,142,203,5.972850838,1.346057228,Clayey,Canal,Lahore,"Wheat, Rice"
8,133,195,6.456079585,3.926168862,Loamy,Tube well,Lahore,"Wheat, Rice"
8,139,199,6.336426667,4.064363464,Clayey,Rain-fed,Multan,"Mango, Wheat"
21,134,202,6.425419926,3.983180189,Loamy,Canal,Bahawalpur,"Dates, Millet"
40,140,195,6.294395676,4.14814685,Clayey,Canal,Bahawalpur,"Dates, Millet"
39,127,202,6.477768039,0.737048872,Loamy,Rain-fed,Lahore,"Wheat, Rice"
19,120,195,5.931538447,1.078500458,Loamy,Tube well,Bahawalpur,"Dates, Millet"
21,139,201,5.980598579,4.897039431,Clayey,Canal,Bahawalpur,"Dates, Millet"
17,136,195,6.389783283,0.93947163,Clayey,Tube well,Multan,"Mango, Wheat"
33,139,203,5.693287415,4.480154323,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
22,133,201,6.00299607,1.025807083,Loamy,Tube well,Lahore,"Wheat, Rice"
32,130,196,6.372959542,0.864635534,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
37,135,205,5.510924849,1.977043354,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
15,140,195,5.69945282,3.2477977,Loamy,Tube well,Multan,"Mango, Wheat"
39,132,196,5.778594403,2.37676791,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
40,121,199,6.315586313,0.817463937,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
40,132,202,5.971813006,4.136897368,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
29,142,203,5.891195653,3.017477024,Loamy,Rain-fed,Lahore,"Wheat, Rice"
32,121,199,6.129812716,0.611296876,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
6,140,205,6.313085601,3.833876465,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
8,120,196,6.053662544,3.321914649,Sandy,Tube well,Multan,"Mango, Wheat"
34,133,202,5.804799142,2.139972918,Clayey,Rain-fed,Lahore,"Wheat, Rice"
35,135,199,6.400719746,0.520600988,Clayey,Rain-fed,Multan,"Mango, Wheat"
16,145,199,5.953966361,0.721228714,Clayey,Canal,Rawalpindi,"Barley, Maize"
8,136,201,5.609255992,4.220714807,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
25,129,195,5.777271492,1.263919211,Loamy,Canal,Lahore,"Wheat, Rice"
16,130,201,5.682395429,1.266375711,Clayey,Tube well,Lahore,"Wheat, Rice"
39,129,203,5.863996687,1.437805204,Sandy,Tube well,Lahore,"Wheat, Rice"
38,135,203,6.444373116,4.929124776,Loamy,Tube well,Rawalpindi,"Barley, Maize"
33,120,205,5.550832178,2.005045095,Clayey,Rain-fed,Multan,"Mango, Wheat"
35,125,204,6.107741788,2.097512913,Loamy,Canal,Bahawalpur,"Dates, Millet"
1,132,200,5.620745638,1.596522223,Loamy,Canal,Multan,"Mango, Wheat"
39,140,203,6.349875906,2.00318885,Clayey,Canal,Rawalpindi,"Barley, Maize"
28,145,202,6.484323189,4.413848854,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
6,128,200,5.838748311,3.676716543,Clayey,Rain-fed,Lahore,"Wheat, Rice"
6,139,199,6.29099842,2.414799318,Loamy,Tube well,Bahawalpur,"Dates, Millet"
29,122,196,5.638328481,2.105209513,Sandy,Rain-fed,Lahore,"Wheat, Rice"
37,144,197,6.415555956,4.598198395,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
38,120,197,6.323722572,4.151182114,Clayey,Canal,Bahawalpur,"Dates, Millet"
38,141,198,5.757009965,4.650704352,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
14,121,203,6.158689406,2.914830188,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
6,125,204,5.733539807,3.578755569,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
32,138,197,5.908724337,2.092763906,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
11,124,204,6.361141107,2.146720394,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
23,138,200,5.96537863,3.918765945,Loamy,Tube well,Lahore,"Wheat, Rice"
40,143,201,6.476757723,1.977919824,Clayey,Tube well,Bahawalpur,"Dates, Millet"
6,142,202,6.224542938,2.952763636,Sandy,Rain-fed,Multan,"Mango, Wheat"
37,124,195,6.209928251,0.892697077,Loamy,Rain-fed,Lahore,"Wheat, Rice"
35,134,204,5.841138354,1.781083225,Loamy,Tube well,Rawalpindi,"Barley, Maize"
119,25,51,6.283818329,1.275604891,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
119,19,55,6.818261383,4.192368538,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
105,30,50,6.37620108,3.712569743,Loamy,Canal,Lahore,"Wheat, Rice"
114,8,50,6.581587932,1.003996964,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
93,22,52,6.932739726,3.266581046,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
80,26,55,6.140099215,4.598811559,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
85,27,45,6.467095849,4.622713608,Loamy,Tube well,Multan,"Mango, Wheat"
85,22,53,6.849471704,3.732580876,Clayey,Canal,Rawalpindi,"Barley, Maize"
82,22,45,6.512196212,4.342217026,Sandy,Canal,Rawalpindi,"Barley, Maize"
118,13,54,6.039584629,2.633346872,Loamy,Tube well,Rawalpindi,"Barley, Maize"
83,25,53,6.057697106,2.508768567,Loamy,Rain-fed,Lahore,"Wheat, Rice"
86,15,47,6.423898762,2.262688604,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
101,10,47,6.936997681,0.662134728,Sandy,Tube well,Bahawalpur,"Dates, Millet"
119,9,50,6.251286661,2.11776554,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
104,17,46,6.190015912,2.581544547,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
95,12,51,6.681606702,0.714790491,Clayey,Canal,Multan,"Mango, Wheat"
102,14,52,6.51075991,4.53894537,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
109,21,55,6.770278088,3.761720021,Clayey,Rain-fed,Multan,"Mango, Wheat"
81,18,50,6.429788073,0.668550336,Loamy,Tube well,Multan,"Mango, Wheat"
103,17,51,6.209888345,3.160325803,Loamy,Tube well,Lahore,"Wheat, Rice"
105,14,50,6.419052193,1.895200497,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
97,8,52,6.237861736,2.953732012,Clayey,Canal,Multan,"Mango, Wheat"
120,19,49,6.762471629,2.820924044,Sandy,Tube well,Rawalpindi,"Barley, Maize"
95,16,55,6.612847999,2.075144386,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
83,29,52,6.704688865,1.008267017,Clayey,Canal,Rawalpindi,"Barley, Maize"
83,9,45,6.049609892,4.58122832,Clayey,Rain-fed,Multan,"Mango, Wheat"
91,21,50,6.762030215,0.716357969,Loamy,Canal,Multan,"Mango, Wheat"
116,5,54,6.65398725,3.985959099,Loamy,Tube well,Bahawalpur,"Dates, Millet"
112,28,54,6.738030547,1.852620464,Clayey,Tube well,Multan,"Mango, Wheat"
88,29,51,6.095689937,4.333673082,Sandy,Rain-fed,Lahore,"Wheat, Rice"
118,15,45,6.538006356,1.658840395,Clayey,Tube well,Rawalpindi,"Barley, Maize"
92,21,48,6.377427122,4.634896567,Loamy,Canal,Rawalpindi,"Barley, Maize"
106,14,45,6.417011754,1.066539134,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
99,5,47,6.649086972,4.428355114,Clayey,Tube well,Multan,"Mango, Wheat"
98,8,51,6.25933595,1.932771017,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
108,22,46,6.121168559,3.14439568,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
119,7,55,6.031424482,3.332649361,Sandy,Canal,Rawalpindi,"Barley, Maize"
117,27,48,6.835268184,2.049551331,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
109,10,53,6.551750306,3.549856807,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
80,16,46,6.940236218,1.641838243,Clayey,Canal,Bahawalpur,"Dates, Millet"
100,18,52,6.87606733,0.563337148,Clayey,Canal,Bahawalpur,"Dates, Millet"
91,7,53,6.457216535,0.968784754,Sandy,Canal,Multan,"Mango, Wheat"
86,6,53,6.921847888,1.920840322,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
107,5,52,6.881425746,2.542088184,Sandy,Canal,Rawalpindi,"Barley, Maize"
103,16,49,6.915717008,3.734828394,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
101,20,48,6.206247494,3.364380473,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
85,25,47,6.29542477,4.266371659,Loamy,Canal,Multan,"Mango, Wheat"
84,7,51,6.399669044,4.475556997,Sandy,Rain-fed,Lahore,"Wheat, Rice"
102,28,54,6.862157042,4.698980704,Loamy,Canal,Lahore,"Wheat, Rice"
98,25,52,6.224066378,1.805965984,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
97,25,50,6.093814669,4.827583251,Sandy,Tube well,Rawalpindi,"Barley, Maize"
90,16,45,6.291540278,2.723553088,Loamy,Canal,Lahore,"Wheat, Rice"
95,12,46,6.32281728,3.21742389,Clayey,Canal,Lahore,"Wheat, Rice"
82,23,49,6.873283991,2.731148823,Loamy,Tube well,Bahawalpur,"Dates, Millet"
82,25,51,6.074209622,1.705096889,Loamy,Canal,Bahawalpur,"Dates, Millet"
110,28,46,6.49889585,0.819693472,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
118,21,51,6.678805092,0.76081823,Clayey,Canal,Lahore,"Wheat, Rice"
120,20,45,6.114128685,1.462199626,Clayey,Rain-fed,Lahore,"Wheat, Rice"
91,7,52,6.405054243,3.361602183,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
81,6,55,6.110142735,2.897416084,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
101,13,54,6.828982708,2.47530368,Clayey,Tube well,Lahore,"Wheat, Rice"
101,17,55,6.451499764,1.155683496,Sandy,Canal,Rawalpindi,"Barley, Maize"
111,6,53,6.313512999,4.059285694,Clayey,Tube well,Lahore,"Wheat, Rice"
107,10,49,6.755192025,0.758312508,Sandy,Tube well,Lahore,"Wheat, Rice"
115,11,46,6.623167177,3.235335775,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
84,25,52,6.12532356,2.302767074,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
120,7,47,6.653867608,2.590722268,Sandy,Canal,Rawalpindi,"Barley, Maize"
91,12,46,6.343942518,3.769492825,Clayey,Tube well,Bahawalpur,"Dates, Millet"
89,22,52,6.217300786,1.682497834,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
113,19,46,6.286387658,4.783374407,Clayey,Canal,Bahawalpur,"Dates, Millet"
97,22,50,6.7698938,4.614092264,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
117,30,50,6.744966312,4.052001859,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
90,14,52,6.391858432,0.985137561,Clayey,Canal,Multan,"Mango, Wheat"
104,23,47,6.770434148,3.566886257,Clayey,Tube well,Lahore,"Wheat, Rice"
81,16,45,6.727468157,4.105851882,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
88,5,47,6.662244646,3.329928999,Loamy,Tube well,Bahawalpur,"Dates, Millet"
92,7,45,6.944640222,3.879330326,Sandy,Tube well,Multan,"Mango, Wheat"
81,18,50,6.507110986,2.912115391,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
111,5,55,6.520663422,0.802325924,Clayey,Rain-fed,Multan,"Mango, Wheat"
108,23,51,6.106500787,3.696901178,Clayey,Rain-fed,Multan,"Mango, Wheat"
113,30,50,6.277484043,3.522195075,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
83,10,53,6.195142279,3.276929041,Clayey,Canal,Rawalpindi,"Barley, Maize"
101,11,51,6.792035575,4.701220163,Loamy,Tube well,Rawalpindi,"Barley, Maize"
114,21,55,6.472756256,2.69917435,Loamy,Canal,Bahawalpur,"Dates, Millet"
99,6,45,6.000975617,3.512593755,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
92,20,55,6.587791262,3.184474113,Sandy,Canal,Rawalpindi,"Barley, Maize"
92,7,48,6.956508826,2.959847179,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
91,24,55,6.259086583,4.052267218,Clayey,Tube well,Lahore,"Wheat, Rice"
110,21,54,6.747537642,4.376677635,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
112,25,51,6.932537231,2.068907381,Loamy,Tube well,Lahore,"Wheat, Rice"
89,25,54,6.353107393,3.49424162,Sandy,Tube well,Multan,"Mango, Wheat"
100,10,53,6.211748957,3.893319793,Clayey,Tube well,Multan,"Mango, Wheat"
83,22,54,6.277245254,3.859953279,Loamy,Canal,Rawalpindi,"Barley, Maize"
95,14,50,6.560443519,3.399405826,Loamy,Canal,Rawalpindi,"Barley, Maize"
119,30,49,6.903020221,0.940352511,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
97,12,47,6.765094964,2.90934198,Sandy,Tube well,Bahawalpur,"Dates, Millet"
110,7,45,6.189213927,2.729779368,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
96,18,50,6.904241707,3.629847979,Loamy,Canal,Multan,"Mango, Wheat"
83,23,55,6.463271076,1.262222098,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
120,24,47,6.260838965,4.247049049,Sandy,Canal,Multan,"Mango, Wheat"
115,17,55,6.776533055,3.525028555,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
114,27,48,6.528404378,2.739501148,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
101,25,52,6.750145572,3.930100826,Loamy,Rain-fed,Multan,"Mango, Wheat"
118,18,52,6.562832807,3.505573698,Sandy,Canal,Rawalpindi,"Barley, Maize"
95,26,45,6.117530021,1.381566314,Sandy,Canal,Multan,"Mango, Wheat"
81,25,49,6.076459669,2.315534949,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
117,24,53,6.293486295,1.299402599,Clayey,Canal,Lahore,"Wheat, Rice"
114,30,51,6.069171847,1.65248052,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
113,6,52,6.740983646,0.586960865,Clayey,Tube well,Lahore,"Wheat, Rice"
108,26,52,6.201797639,3.197095139,Clayey,Tube well,Bahawalpur,"Dates, Millet"
81,30,48,6.041027474,4.749587597,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
115,9,52,6.019372459,4.565770566,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
83,7,45,6.704104127,0.912566419,Sandy,Canal,Multan,"Mango, Wheat"
84,21,55,6.494251024,0.867528633,Loamy,Canal,Bahawalpur,"Dates, Millet"
109,26,45,6.224535449,2.199982146,Loamy,Canal,Lahore,"Wheat, Rice"
95,27,55,6.160414414,1.180774086,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
119,5,55,6.168757984,3.751498573,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
110,14,51,6.085444691,4.253438116,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
82,18,48,6.159050816,2.086575277,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
87,14,48,6.606033244,1.77640971,Sandy,Canal,Bahawalpur,"Dates, Millet"
85,9,53,6.447662945,4.318203876,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
100,6,53,6.105909623,1.685321401,Clayey,Tube well,Multan,"Mango, Wheat"
107,12,46,6.559763394,0.949235172,Clayey,Rain-fed,Lahore,"Wheat, Rice"
91,13,47,6.14410903,1.004729215,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
102,25,50,6.099662369,1.819549278,Clayey,Tube well,Rawalpindi,"Barley, Maize"
117,25,53,6.413927319,3.695582562,Clayey,Canal,Rawalpindi,"Barley, Maize"
85,21,52,6.075144116,1.155186802,Sandy,Tube well,Lahore,"Wheat, Rice"
104,25,55,6.123802502,1.572555341,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
102,24,54,6.698468621,3.542261559,Loamy,Canal,Rawalpindi,"Barley, Maize"
116,25,50,6.088885814,1.560953482,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
100,17,48,6.367800632,0.853539566,Clayey,Canal,Multan,"Mango, Wheat"
110,25,54,6.425930938,3.158239887,Clayey,Tube well,Lahore,"Wheat, Rice"
104,25,51,6.469983276,2.370972485,Sandy,Canal,Rawalpindi,"Barley, Maize"
107,11,54,6.094016338,4.629010034,Loamy,Canal,Bahawalpur,"Dates, Millet"
98,26,52,6.150090899,1.050483351,Sandy,Rain-fed,Lahore,"Wheat, Rice"
88,17,52,6.646962425,0.839617344,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
87,25,46,6.379690748,3.204767434,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
120,8,46,6.732834334,2.252755061,Loamy,Canal,Bahawalpur,"Dates, Millet"
95,13,46,6.126019932,0.894370901,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
108,22,47,6.161123579,3.009691408,Clayey,Tube well,Multan,"Mango, Wheat"
82,13,52,6.442810053,2.558220977,Loamy,Tube well,Multan,"Mango, Wheat"
120,23,55,6.732049075,1.752364765,Clayey,Canal,Bahawalpur,"Dates, Millet"
110,22,47,6.243673725,0.961886587,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
95,23,45,6.266208727,2.501005039,Sandy,Tube well,Rawalpindi,"Barley, Maize"
106,10,49,6.350623739,3.51299513,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
99,12,52,6.002927293,4.852394119,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
106,20,51,6.342573112,1.473494463,Sandy,Canal,Lahore,"Wheat, Rice"
83,11,53,6.163921248,1.693822068,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
117,19,55,6.121745389,1.72592289,Clayey,Tube well,Bahawalpur,"Dates, Millet"
98,26,49,6.130160473,4.24220029,Loamy,Canal,Lahore,"Wheat, Rice"
113,20,48,6.440584681,2.409178744,Clayey,Tube well,Bahawalpur,"Dates, Millet"
101,17,47,6.185053234,2.013517664,Clayey,Tube well,Lahore,"Wheat, Rice"
98,7,45,6.157724816,3.479793628,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
93,22,48,6.776987974,0.882195457,Loamy,Tube well,Multan,"Mango, Wheat"
95,21,47,6.431970877,4.627298317,Sandy,Rain-fed,Lahore,"Wheat, Rice"
109,12,48,6.708743843,3.44264302,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
118,12,47,6.010739645,4.341528392,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
100,14,49,6.365956658,2.695689551,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
89,9,47,6.668382766,1.54967646,Clayey,Tube well,Lahore,"Wheat, Rice"
95,16,46,6.74669542,2.161826673,Clayey,Tube well,Rawalpindi,"Barley, Maize"
95,7,45,6.031665834,2.301392346,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
87,6,45,6.40077205,3.541570983,Loamy,Rain-fed,Multan,"Mango, Wheat"
93,20,50,6.448792689,0.715350105,Sandy,Tube well,Lahore,"Wheat, Rice"
84,29,49,6.251420275,1.127367078,Sandy,Canal,Bahawalpur,"Dates, Millet"
111,5,47,6.274452811,3.702370064,Clayey,Rain-fed,Multan,"Mango, Wheat"
111,5,52,6.135996372,4.565862617,Clayey,Tube well,Multan,"Mango, Wheat"
111,15,54,6.194090172,3.301546785,Loamy,Tube well,Lahore,"Wheat, Rice"
89,11,47,6.327822962,3.498802574,Clayey,Tube well,Multan,"Mango, Wheat"
110,15,48,6.212567211,4.626995924,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
95,30,52,6.640470863,1.941469939,Clayey,Tube well,Bahawalpur,"Dates, Millet"
115,12,52,6.685553129,3.581108835,Clayey,Canal,Multan,"Mango, Wheat"
120,25,50,6.327210469,2.728277693,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
102,11,45,6.35544263,1.052874044,Sandy,Canal,Lahore,"Wheat, Rice"
94,5,55,6.085682344,0.927544896,Loamy,Canal,Rawalpindi,"Barley, Maize"
84,18,46,6.781050373,1.937182821,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
107,22,54,6.630301421,1.644178462,Sandy,Canal,Bahawalpur,"Dates, Millet"
80,18,52,6.484799661,1.951177902,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
86,18,45,6.566759102,2.67291774,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
113,28,48,6.170520518,4.342722378,Loamy,Canal,Lahore,"Wheat, Rice"
115,18,53,6.012480351,1.171223502,Loamy,Canal,Lahore,"Wheat, Rice"
82,20,54,6.541150335,4.777093109,Clayey,Canal,Bahawalpur,"Dates, Millet"
98,22,47,6.341400922,1.31890974,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
117,25,54,6.150686364,3.980601086,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
83,15,49,6.438008153,2.342640782,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
120,16,51,6.547041903,2.556593599,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
111,5,50,6.399891457,4.541849676,Loamy,Rain-fed,Multan,"Mango, Wheat"
85,21,47,6.186770318,4.558811605,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
90,23,54,6.159020864,4.995297118,Sandy,Canal,Multan,"Mango, Wheat"
99,29,55,6.660954816,2.884183617,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
102,11,47,6.504906979,4.394971197,Sandy,Tube well,Rawalpindi,"Barley, Maize"
80,18,51,6.706053225,0.524432639,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
87,21,52,6.067665498,1.071358772,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
114,8,52,6.419083092,3.72229892,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
99,6,46,6.39637861,2.361871565,Loamy,Tube well,Rawalpindi,"Barley, Maize"
89,25,50,6.375923383,4.526145021,Clayey,Tube well,Rawalpindi,"Barley, Maize"
96,13,55,6.700337732,2.609047927,Sandy,Tube well,Bahawalpur,"Dates, Millet"
82,26,47,6.565312653,1.746568611,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
106,21,52,6.286515359,0.878586944,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
90,15,52,6.448061578,4.533608285,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
106,16,54,6.585872508,4.852812854,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
24,128,196,5.521466996,3.867235995,Sandy,Canal,Rawalpindi,"Barley, Maize"
7,144,197,6.133220586,3.708062379,Sandy,Tube well,Rawalpindi,"Barley, Maize"
14,128,205,6.226289556,4.67370385,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
8,120,201,6.321152192,1.515599246,Sandy,Tube well,Multan,"Mango, Wheat"
20,129,201,5.587905967,0.655975048,Loamy,Tube well,Lahore,"Wheat, Rice"
32,137,204,5.824151693,4.462045624,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
27,139,205,5.772179946,3.50932981,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
0,123,205,5.790993052,0.554841029,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
22,144,196,6.499226821,3.85237274,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
1,124,199,5.658473817,3.837612494,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
30,122,197,5.573241391,1.739242426,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
29,121,196,6.079497202,4.99684885,Clayey,Canal,Bahawalpur,"Dates, Millet"
13,126,204,6.383180271,3.163019135,Sandy,Rain-fed,Lahore,"Wheat, Rice"
9,139,199,5.867420996,3.04826864,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
